tweet_id,location,location_true
ID_783529112568795136,HAITI Haiti,HAITI Haiti
ID_783534531294920704,Cuba Haiti,Cuba Haiti
ID_783539813463027712,Haiti,Haiti
ID_783550843375218688,Haiti,Haiti
ID_783566165016739840,Haiti,Haiti
ID_783566922247905280,Haiti San Diego,Haiti San Diego
ID_783586053215051776,Haiti Maryland,Haiti Maryland
ID_783587286546079744,Bahamas Cuba Florida Haiti,Bahamas Cuba Florida Haiti
ID_783605256433393664,Haiti usa,Haiti
ID_783608502015053824,Haiti,Haiti
ID_783610563012231168,Haiti US,Haiti US
ID_783611689577148416,Colombia Dominican Republic Haiti NE,1-Grenadines Islands 2-Haiti 4-Dominican Republic Colombia
ID_783634879971852288,Cuba Haiti,Cuba Haiti
ID_783639547703808000,East Coast,East Coast
ID_783641994270760960,Florida Georgia South Carolina US,Georgia South Carolina
ID_783652917597315072,Haiti,Haiti
ID_783662293066346496,haiti,haiti
ID_783668354452189184,Haiti,Haiti
ID_783670395010449408,Haiti usa,Haiti
ID_783674490672717824,Haiti,Haiti
ID_783675917990232064,Haiti usa,Haiti
ID_783679719581573120,Haitis,Haiti
ID_783686318609936384,Haiti USA usa,Haiti USA
ID_783689643917242368,Haiti NC,Haiti
ID_783692167978086400,Haiti,Haiti
ID_783693570704220160,Haiti USA,Haiti USA
ID_783693947558178816,Haiti,Haiti
ID_783699184025239552,Haiti,Haiti venice
ID_783701383249850368,Haiti,Haiti
ID_783702603204927488,Haiti,Haiti
ID_783702972199043072,Haiti,Clinton Foundation Haiti
ID_783703309186048000,Caribbean Florida Haiti,Florida Haiti
ID_783704564859965440,Haiti,Haiti
ID_783707214271741952,Caribbean Haiti,Caribbean Haiti
ID_783725049995988992,CA Haiti,Haiti
ID_783733936279007232,Haiti,Haiti
ID_783734788502859776,Haiti,Haiti
ID_783735836160331776,Haiti,Haiti
ID_783738443260108800,Haiti,Haiti
ID_783739988391268352,Haiti NY,Haiti NY
ID_783750156286042112,Haiti,Haiti
ID_783750375169888256,Haiti haiti,Haiti
ID_783752281992769536,East Coast Haiti US,Haiti US East Coast
ID_783758250680393728,Haiti US,Haiti
ID_783765099811049472,CA HAITI Haiti NE,HAITI Haiti
ID_783767782265593856,Haiti,Haiti
ID_783768304699703296,Haiti,Haiti
ID_783771836735782912,Haiti US,Haiti-
ID_783771967530885120,Colombia Dominican Republic Haiti,Colombia Dominican Republic Grenadines Haiti St. Vincent
ID_783775873052717056,Haiti,Haiti
ID_783776844428484608,Haiti,Haiti
ID_783779269721874432,Haiti,Haiti
ID_783785407800565760,Unknown,Hai
ID_783786462432993280,Haiti,Haiti
ID_783788546222125056,Cuba Haiti,Cuba Haiti
ID_783797367258570752,Cuba Haiti Jamaica,Cuba Haiti Jamaica
ID_783801079901347840,Bahamas Haiti,Bahamas Haiti
ID_783820755280605184,Haiti,Haiti
ID_783824703278415872,Haiti,Haiti
ID_783826569538273280,Haiti,Haiti
ID_783827456713121792,CA Caribbean Haiti U.S.,Caribbean Haiti U.S.
ID_783827506357014528,Baltimore Haiti Maryland,Haiti Maryland
ID_783830416419684352,HAITI Haiti U.S. US,HAITI Haiti US
ID_783831303544242176,Caribbean Cuba Haiti,Cuba Haiti
ID_783831315149881344,Haiti,Haiti
ID_783832514565640192,Haiti,Haiti
ID_783833683459309568,Haiti,Haiti
ID_783834022090674176,Haiti,Haiti
ID_783834163346497536,Haiti USA,Haiti
ID_783834801379782656,Bahamas Haiti,Bahamas Haiti
ID_783836362789097472,haiti,haiti
ID_783839082648473600,Bahamas Haiti,Bahamas Haiti
ID_783845072802500608,Haiti,Haiti
ID_783849411302526976,Haiti,Haiti
ID_783853828114440192,Haiti,Haiti
ID_783854988464365568,Haiti,Haiti
ID_783856367383646208,Haiti,Haiti
ID_783864451170611200,Haiti,Haiti
ID_783867719905058816,Cuba Haiti,Cuba Haiti
ID_783870371887853568,Haiti,Haiti
ID_783872136800632832,East Coast Haiti US,East Coast Haiti US
ID_783875703443816448,Haiti,Haiti
ID_783881738858659840,Caribbean Haiti,Haiti
ID_783882565136490496,American Haiti,Haiti
ID_783883956512968704,Haiti,Haiti
ID_783884906833121280,Haiti,Haiti
ID_783900032214806528,Haiti,Haiti
ID_797789706171711488,NewZealand,Nelson City NewZealand
ID_797790246242897920,NZ North Island South Island US,North Island South Island
ID_797790250449784832,Wellington,Wellington
ID_797790695352254464,LA NE VA,NEW ZEALAND
ID_797791035795476480,Unknown,Chch
ID_797791045593354240,Wellington,Wellington
ID_797791081735671808,Unknown,brooklyn
ID_797791151688327168,New Zealand,New Zealand
ID_797791766954901504,Christchurch,Christchurch
ID_797792919960756224,Christchurch,Christchurch
ID_797793237767319552,Japan,Japan
ID_797794239488741376,Unknown,Lyall Bay
ID_797794346410000384,New Zealand usa,New Zealand
ID_797794696001159168,New Zealand,New Zealand
ID_797794701445238784,Unknown,new Zealand
ID_797796800706904064,Christchurch,Christchurch New Brighton
ID_797797038779838464,Christchurch NZ NewZealand,Christchurch NZ NewZealand
ID_797797510945193984,NZ,NZ
ID_797798574306140160,Wellington wellington,Wellington wellington
ID_797800573663780864,Unknown,Newtown
ID_797800676545863680,Canterbury NZ,Canterbury
ID_797801243921895424,Kaikoura,Kaikoura
ID_797801571794882560,New Zealands,New Zealands
ID_797801806621351936,NZ NewZealand South Island,NewZealand
ID_797804567781965824,Lower Hutt,Culverden
ID_797805152040194048,Kaikoura,Culverden Kaikoura
ID_797805580299763712,NewZealand,NewZealand
ID_797808079400095744,Canterbury,Canterbury
ID_797808377191600128,Unknown,Hanmer Springs
ID_797811481383292928,LA NE,NEW ZEALAND
ID_797812606857871360,East Cape Marlborough,Cape to Southland Marlborough Welling
ID_797813945411182592,New Zealand,New Zealand
ID_797813950289244160,NZ New Zealand,New Zealand
ID_797814695772073984,New Zealands,New Zealands
ID_797815224212426752,NewZealand,NewZealand
ID_797818646005321728,Canterbury Christchurch,Canterbury Christchurch City
ID_797822114732470272,Victoria Wellington,Victoria University
ID_797822223453040640,Unknown,Timaru DC
ID_797825176960253952,NZ,Gisborne
ID_797827974523338752,New Zealand,New Zealand south island
ID_797833774197194752,New Zealand,New Zealand
ID_797838581997981696,NZ New Zealand,New Zealand
ID_797846106688274432,New Zealand,New Zealand
ID_797846945255473152,NZ New Zealand,New Zealand
ID_797848229110910976,NZ VA,CHRISTCHURCH
ID_797850667964469248,Canterbury,Canterbury
ID_797851086279147520,New Zealand NewZealand,New Zealand NewZealand
ID_797851278864957440,New Zealand South Island,Hanmer Springs New Zealand South Island
ID_797856051949281280,Kaikoura NZ,Kaikoura
ID_797857048520224768,New Zealand,New Zealand
ID_797859514766790656,NewZealand,NewZealand
ID_797859644165083136,New Zealand,New Zealand
ID_797861638271418368,Kaikoura New Zealand South Island,Kaikoura New Zealand
ID_797865956789751808,New Zealand,New Zealand
ID_797867002962423808,Unknown,Timaru
ID_797867144193024000,Dunedin New Zealand,Dunedin New Zealand nz
ID_797869352150126592,NZ New Zealand,NZ New Zealand
ID_797872279161966592,Wellington,Wellington
ID_797873680407789568,LA NE,NEW ZEALAND
ID_797874752555626496,NewZealand,NewZealand
ID_797877792113201152,Christchurch New Zealand,New Zealand
ID_797878510425546752,New Zealand South Island,New Zealand South Island
ID_797886327823810560,Unknown,Waiau
ID_797891469562392576,Japan NZ,Japans NZ
ID_797891578484269056,NZ Wellington,Wellington
ID_797891966046388224,NZ,NZ
ID_797892470725971968,New Zealands,New Zealands
ID_797901131439443968,Wellington,Wellington
ID_797904122494095360,NZ Wellington,Wellington
ID_797905177105678336,Kaikoura NewZealand,Kaikoura NewZealand Tirohunga
ID_797905734864207872,NZ,State Highway road
ID_797906496453419008,Kaikoura,Culverdon Kaikoura Waiau
ID_797907088324300800,New Zealand,New Zealand
ID_797911656806289408,New Zealand,New Zealand
ID_797930611390304256,NewZealand North Island South Island,NewZealand
ID_797930787202998272,NZ New Zealand,New Zealand
ID_797934809230155776,Christchurch,Christchurch Diamond Harbour
ID_797936719949545472,Asia New Zealand,New Zealand
ID_797941166935154688,NZ New Zealand,New Zealand
ID_797941433713848320,Kaikoura,Kaikora Kaikoura
ID_797941957943173120,Seddon,Seddon
ID_797942129901256704,newzealand,newzealand
ID_797942677350141952,Wellington,Wellington
ID_797944165174652928,New Zealand,New Zealand
ID_797956205998010368,Unknown,Waiau
ID_797962500784340992,New Zealand,New Zealand
ID_797964074873036800,Wellington,Wellington
ID_797964102433787904,New Zealand South Island,New Zealand South Island
ID_797966573294088192,Wellington wellington,Wellington wellington
ID_797967765424324608,NZ NewZealand,NZ NewZealand
ID_797968377465610240,Wellington,Wellington
ID_797970705329463296,Kaikoura Wellington,Hurunui Kaikoura Wellington
ID_797974481138397184,NZ,BNZ building
ID_797979952880549888,NZ,NZs
ID_797980725236613120,New Zealands South Island,New Zealands
ID_797981273834790912,New Zealand,New Zealand
ID_797985253272866816,CA NC NZ New Zealand,New Zealand
ID_797988337768239104,New Zealand,New Zealand
ID_797991178259992576,New Zealand South Island,New Zealand South Island
ID_797992489441296384,Unknown,Parnassus
ID_797994890483245056,Unknown,Wairau
ID_797999551693131776,New Zealand South Island,New Zealand
ID_798002317127655424,wellington,wellingtonnz
ID_798003886531317760,GA NZ,NZ
ID_798007105634508800,NewZealand,Lower North NewZealand Upper South
ID_798007786822979584,NZ NewZealand,NZ NewZealand
ID_798013173076889600,NZ,Clarence River
ID_798017047540047872,NZ South Island,South Island
ID_798017069799247872,NZ,NZ
ID_798031450100535296,New Zealand,New Zealand
ID_798066848176574464,New Zealand,New Zealand
ID_798086210342092800,New Zealand,New Zealand
ID_798092620526329856,Canterbury Kaikoura NE NZ,Kaikoura
ID_798107229924622336,New Zealand,New Zealand
ID_798176297470033920,New Zealand,New Zealand
ID_798185118800093184,NZ NewZealand,NZ NewZealand
ID_798282528327159808,Kaikoura LA,Kaikoura
ID_798308033478561792,Kaikoura,Kaikoura
ID_798331382355197952,Phoenix,Melb Victory
ID_798338598151942144,Canterbury New Zealand,Canterbury New Zealand
ID_869952624593915904,Pakistan SriLanka,Pakistan SriLanka
ID_869967624435900416,Sri Lanka,Sri Lankas
ID_869984764933136384,Indian Sri Lanka,Sri Lanka
ID_870014188411916288,Italy SriLanka,Italy SriLanka
ID_870104744869732352,SriLanka,SriLanka
ID_870108126766395392,SriLanka,SriLanka
ID_870111913832833024,Bangladesh Indian,Bangladesh Chittagong Indian
ID_870130826469679104,SriLanka,SriLanka
ID_870135696933109760,Sri Lanka,Akkaraipattu Sri Lanka
ID_870142270552649728,Sri Lanka,Sri Lanka
ID_870177938620243968,Sri Lanka,Sri Lanka
ID_870184188342829056,SriLanka,SriLanka
ID_870198877101727744,US,US
ID_870224110848102400,SriLanka,SriLanka
ID_870244098338377728,srilanka,srilanka
ID_870245570039996416,SriLanka,SriLanka
ID_870252738852139008,Sri Lanka,Sri Lanka἟1἟0
ID_870259920695734272,Sri Lanka Thailand srilanka,Sri Lanka Thailand srilanka
ID_870261679778562048,Norway SriLanka,Norway SriLanka
ID_870261750301642752,SriLanka,SriLanka
ID_870298761204912128,Unknown,Thimbirigasyaya
ID_870318925841551360,SriLanka,SriLanka
ID_870325729241726976,Sri Lanka,Sri Lanka
ID_870395005386584064,China SriLanka,SriLanka
ID_870528515803709440,Unknown,Galle Mannar
ID_870533145472507904,Maldives Sri Lanka US,Maldives Sri Lanka
ID_870535125099884544,Sri Lanka,Sri Lanka
ID_870559191844491264,Unknown,Nilawala
ID_870561572938231808,Sri Lanka,Sri Lankan
ID_870589078479134720,Kalutara SriLanka,Kalutara SriLanka
ID_870589481862258688,srilanka,srilanka
ID_870595597694148608,Unknown,Colombo
ID_870604344713936896,srilanka,srilanka
ID_870625024239120384,EU srilanka,EU srilanka
ID_870904365577453568,SriLanka,SriLanka
ID_870988094287302656,China,China
ID_871192926872899584,Sri Lanka,Sri Lanka
ID_871208155463680000,SriLanka,SriLanka
ID_871231357741125632,SriLanka,SriLanka
ID_871273497481367552,Qatar SriLanka,Doha SriLanka
ID_871403185881190400,Srilanka,Srilanka
ID_871425020181872640,Sri Lanka,Sri Lanka
ID_871479652027555840,Sri Lanka,Sri Lanka
ID_871650174073884672,Kalutara,Bulathsinhala Kalutara
ID_871726064531161088,Sri Lanka,Sri Lanka
ID_871807985353359360,Sri Lanka,Sri Lanka
ID_871882191416041472,Bangladesh Sri Lanka,Bangladesh
ID_872049578572492800,US srilanka,srilanka
ID_872080126984339456,Korea Sri Lanka US,South Korean Sri Lanka
ID_872123507961942016,SriLanka US,SriLanka
ID_872133448663683072,Korea Sri Lanka US,Sri Lanka
ID_872209745653923840,SriLanka,SriLanka
ID_872441330147876864,Korea Sri Lanka,Sri Lanka
ID_872540655733624832,Norway Sri Lanka US,Norway Sri Lanka
ID_872671646749827072,Unknown,Cornwall
ID_872714386133090304,Sri Lanka,Sri Lanka
ID_872909214481432576,Sri Lanka,Sri Lanka
ID_873566303545696256,Unknown,sri Lanka
ID_873586632011788288,Srilanka,Srilanka
ID_873652760440438784,Indian,Colombo
ID_873664210928009216,Sri Lanka srilanka,Sri Lanka srilanka
ID_873707759283437568,Matara SriLanka,SriLanka Tamil
ID_873906773777895424,Canada SriLanka,Canada SriLanka
ID_901264485352173568,Corpus Christi,Corpus Christi
ID_901439076829736960,Corpus Christi,Corpus Christi
ID_901446617609515008,Rockport Texas,Texas
ID_901536107795501056,American Austin TX,Austin TX
ID_901538257091145728,Rockport Texas,Rockport Texas
ID_901560423484342272,Austin,Austin
ID_901572527897673728,Texas,Texas
ID_901663091443818496,Harris County houston,Barker Cypress Harris County
ID_901672131116670976,New Orleans,New Orleans
ID_901679860518707200,Galveston,Galveston
ID_901693022366162944,Texas Washington,Texas WashingtonDC
ID_901701358067359744,Houston,Houston
ID_901701369983373312,Houston,Houston
ID_901705989971255296,Liberty Texas,Texas
ID_901717610995355648,Brazoria TX,Brazoria Matagorda TX
ID_901733501686374400,Texas,Texas
ID_901734036468637696,Houston,Houston
ID_901746907382472704,Houston Texas,Houston Texas
ID_901747295267512320,Texas,Texas
ID_901751794400886784,Columbia,Brazos Bend State Park Columbia
ID_901764377904381952,TampaBay Texas,TampaBay Texas
ID_901771496930103296,Houston,Houston
ID_901772397967224832,Texas,Bastrop County Texas
ID_901783643626110976,Unknown,Fort Bend Harris Counties
ID_901796888336375808,Houston houston,Houston
ID_901821632607469568,Houston,Houston
ID_901835436628344832,USA,USA
ID_901889596526559232,Texas,Texas
ID_901914327954927616,Texas,Texas
ID_902603886535426048,Harris County Texas,Harris County Normandy
ID_902607052337532928,Texas,Texas
ID_902607141814591488,TX US,TX
ID_902608309009752064,Texas,Texas
ID_902614026424856576,Houston,Houston
ID_902618026620719104,Brazoria Columbia,Brazoria County Brazos River Columbia Lakes
ID_902619697245372416,Houston,Houston
ID_902629843384328192,Texas,Texas
ID_902634637733892096,Texas,Texas
ID_902638570363609088,Kingwood,Kingwood
ID_902638902065975296,CA TX,TX
ID_902646103060996096,Houston,Houston
ID_902646450861084672,Unknown,Magnolia Creek
ID_902646829090820096,TX,TX Winchester
ID_902648150166568960,Austin US,Austin Delco
ID_902649278090313728,Texas,Texas
ID_902649306099920896,Galveston,Galveston
ID_902650531503529984,CA GA Rockport Texas,Rockport
ID_902653367587147776,houston texas,texas
ID_902653444745547776,Texas,Texas
ID_902653690632314880,Houston miami,Houston
ID_902657588583682048,Houston,Houston
ID_902658787080900608,Iowa,Iowans
ID_902669182667542528,Dallas,Dallas
ID_902694155897450496,Houston,Houston
ID_902696015182012416,Unknown,Baytown
ID_902718832749535232,Texas,Texas
ID_902743433902661632,Houston Louisiana,Houston Louisiana
ID_902851683251875840,Miami,Miami
ID_902852329392791552,Aransas Rockport Texas,Aransas County Texas
ID_902854128006811648,Brazoria Houston VA,Brazoria
ID_902854719500161024,houston texas,texas
ID_902855149642686464,TX,TX
ID_902856788780892160,TEXAS,TEXAS
ID_902857893858422784,PortArthur,PortArthur
ID_902864519705354240,Houston,Houston
ID_902866033454829568,Houston,Houston
ID_902873470354292736,Houston,Houston
ID_902882494525136896,HOUSTON Texas,HOUSTON Texas
ID_902885406911471616,Houston,Houston
ID_902891297249353728,Jasper TX,Jasper
ID_902893863320346624,Houston,Houston
ID_902896785588457472,Houston,Houston
ID_902897278721163264,Unknown,Maid Park
ID_902903589617770496,New Orleans Texas,New Orleans Texas
ID_902904706284048384,Texas,Texas
ID_902905277565067264,Houston Texas,Texas
ID_902906600079294464,Jasper Texas,Jasper Texas
ID_903048427164065792,NC houston,houston
ID_903054148337324032,Houston NE,Houston
ID_903063146948157440,Port Arthur,Port Arthur
ID_903352836628480000,TX usa,TX
ID_903360484409307136,NJ New Jersey,New Jersey
ID_903379632719888384,Houston Texas US,Québecs Texas
ID_903384893262102528,Nashville,Maury Co.
ID_903391856565805056,Texas,Crosby Texas
ID_903398960383102976,Dallas TX Texas,Texas
ID_903401491351822336,LA Orange Texas,Orange Texas
ID_903435368481136640,Texas,Texas
ID_903448042703114240,Texas,Texas
ID_903464198226796544,Houston,Houston
ID_905305610404679680,Houston,Houston
ID_905336132950478848,Florida US,Florida
ID_905357568993705984,Washington,Washington
ID_905511427523403776,Asia,South Asia
ID_905567685249040384,Bangladesh FL India NE Nepal PA,Bangladesh India NEPAL Nepal
ID_905581884620521472,LA,LA
ID_905584194750824448,CA,Riverside County
ID_905600382096752640,EU LA US,MONTANA
ID_905642071976951808,Barbuda,Barbuda
ID_905647905205248000,Caribbean LA,Caribbean
ID_905701097041530880,Barbuda,Antigua & Barbuda
ID_905720595027042304,Florida,Florida
ID_905720731937505280,Caribbean islands Florida,Caribbean islands Florida
ID_905720980219334656,Florida,Florida
ID_905721646010552320,Caribbean LA,Caribbean island territories
ID_905721825182830592,Caribbean,Caribbean
ID_905728290463379456,Anguilla Caribbean,Anguilla Caribbean
ID_905738580034772992,Caribbean NY,Caribbean
ID_905744292056100864,Florida,Florida
ID_905755179550728192,Barbuda Caribbean islands,Barbuda Caribbean islands
ID_905762138920275968,Caribbean,Caribbean
ID_905886017336561664,Florida,Florida
ID_905886292097069056,Houston NY,Houston
ID_905886457679708160,Georgia,Georgia
ID_905899198796660736,Unknown,StThomas
ID_905904770279452672,Florida,Florida
ID_905916654600810496,Saint Martin,Saint Martin
ID_905999661068148736,Miami-Dade,Dade County Miami
ID_906111101888335872,Caribbean,Caribbean Islands
ID_906133806238879744,Florida,Florida
ID_906134840369668096,Caribbean islands France,France
ID_906191970166497280,Atlanta,Atlanta
ID_906191991385534464,Unknown,Floridians
ID_906220850982084608,Miami-Dade,Miami
ID_906276034017976320,Miami,Miami
ID_906305526321090560,Florida NJ,Florida
ID_906307402529742848,St. Martin,St. Martins
ID_906325352560992256,Florida NE NY,Florida
ID_906513539401175040,Unknown,Islands
ID_906527405644423168,Haiti Havana Liberty,Haiti Liberty City Little Havana Overtown
ID_906547230982602752,Charleston,downtown Charleston
ID_906598076382629888,Cuba,Cuba
ID_906645137203367936,Unknown,St Marten
ID_906649751675961344,FL Fort Lauderdale,Coral Springs FL Fort Lauderdale Pompano Beach
ID_906655372378820608,Miami,Miami
ID_906686673483730944,Virgin Islands,British Virgin Islands
ID_906871868522680320,Miami-Dade,Miami
ID_906927865408708608,Collier County FL Miami,Collier County FL
ID_907003765986938880,Florida,Florida
ID_907023638410403840,Puerto Rico,Loiza Puerto Rico
ID_907073229235347456,Floridas Palm Beach County,Floridas Palm Beach County
ID_907100671064854528,Miami,Miami
ID_907119060629864448,Florida,Florida
ID_907201817431478272,Miami,Miami
ID_907238801797292032,Mexico usa,Mexico
ID_907262817497227264,US,US
ID_907316260907732992,florida,florida
ID_907346915305639936,Georgia,Georgia
ID_907355309177532416,Unknown,St. John
ID_907388848807731200,Cuba,Cuba
ID_907487411852034048,Georgia South Carolina,Georgia South Carolina
ID_907492875092365312,Unknown,Thomas
ID_907579982368702464,Charleston Savannah,Charleston Savannah
ID_907629464707727360,Jacksonville,Jacksonville
ID_907637665025191936,Carolina Georgia,Georgia South #Carolina
ID_907705437843329024,Unknown,Venice
ID_907744081044017152,FL,FLL airport
ID_907764745247133696,Florida US,Florida
ID_907934034252095488,US,USVirginIslands
ID_907943716001808384,Italian Naples,Ischia Italian Naples
ID_907950919362514944,Florida Jacksonville SC US,Florida Jacksonville
ID_907963502773592064,Unknown,Lake Wales
ID_907965199038205952,Mexico,Mexico
ID_907967398615162880,Mexico,Mexico
ID_907972948878876672,Orlando,Orlando
ID_907987209634156544,NE PR,SAINT LUCIE COUNTY
ID_907997789359149056,Fla.,Fla. HOLLYWOOD
ID_908001976843153408,Orlando,Orlando
ID_908012094741676032,Hollywood,Hollywood Hills
ID_908042636879114240,EU Haiti,EU Haiti
ID_908045879277473792,FL Miami,FL Miami
ID_908059354535911424,Florida Jacksonville,Florida Jacksonville
ID_908068144501149696,Gainesville,Gainesville
ID_908114652898324480,Unknown,Anna Maria Island
ID_908125003035672576,CA MEXICO,MEXICOS
ID_908141266613018624,Caribbean Florida,Caribbean Florida
ID_908144776821788672,Florida US,Florida US
ID_908144805124956160,Nepal,Dhading Nepal
ID_908226318130704384,Florida,Florida
ID_908231181447188480,Unknown,York
ID_908245586540941312,Sierra Leone usa,Sierra Leone
ID_908267821532106752,Florida,Florida
ID_908276339744047104,Caribbean,Hamont
ID_908280335644884992,Miami,Miami
ID_908286792717266944,Unknown,Black Creek
ID_908287460400091136,FL,FL
ID_908320341612748800,FL US,Crystal Rivers
ID_908326332785942528,Florida,Florida
ID_908355079337594880,Florida Jacksonville,Florida Jacksonville
ID_908361162034745344,Florida NY VA,Florida
ID_908375708006703104,Mexico,Mexico
ID_908383055752114176,Florida,Florida
ID_908389993642684416,U.S. Virgin Islands,U.S.
ID_908390933544173568,Florida,Florida
ID_908393066268110848,Unknown,Huntsville
ID_908439719364657152,Miami-Dade,Miami
ID_908463698749960192,America,America
ID_908489547922788352,Mexico Oaxaca,Mexico
ID_908513569532256256,Cuba France Russia US,Cuba France Moscow US
ID_908526969456779264,Unknown,Osborn
ID_908537585257021440,Texas,Texas
ID_908546892585242624,Houston,Houston
ID_908552168906428416,Florida,Florida
ID_908557563993645056,Mexico,Mexico
ID_908568831676657664,Chile,Chile
ID_908590342718590976,Florida Tampa Bay,Florida Tampa Bay
ID_908624039530385408,Florida,Florida
ID_908626005253869568,Virgin Islands,Virgin Islands
ID_908630845878976512,FL Florida Naples,FL Florida Naples
ID_908632742790918144,Unknown,Vermont
ID_908672815490043904,FL,FL Withlacoochee River
ID_908695370577956864,SC,Conway SC Waccamaw
ID_908721429801250816,Unknown,St. James Christian Academy
ID_908743518562242560,FL HOUSTON,HOUSTON
ID_908754446540144640,Florida,Florida
ID_910523497943666688,Mexico City,Mexico
ID_910524709078470656,Mexico,Mexico
ID_910524897218019328,Mexico City,Mexico City
ID_910524918298591232,Mexico,Mexico
ID_910531975483723776,Puerto Rico,Puerto Rico
ID_910532334549704704,Mexico,Mexico
ID_910532844056829952,Mexico,Mexico
ID_910533672247246848,Mexico City,Mexico City
ID_910534135734730752,Puerto Rico US Virgin Islands,Puerto Rico US Virgin Islands
ID_910536681702354944,Mexico,Mexico
ID_910538789969289216,Mexico City,Mexico City
ID_910540620573192192,Puerto Rico San Juan,Puerto Rico San Juan
ID_910540869236699136,Caribbean Mexico,Mexico
ID_910541145867829248,Mexico,Mexico
ID_910542280683020288,CDMX Mexico,Mexico
ID_910542610330116096,Mexico,Mexico
ID_910543214997843968,Dominica,Dominica
ID_910546095880540160,Mexico,Mexico
ID_910546863207657472,Mexico City,Mexico
ID_910547294923231232,Mexicos,Mexicos
ID_910551560752467968,Mexico,Mexico
ID_910554973594779648,Mexico mexico,Mexico
ID_910555568917454848,Mexico,Mexico
ID_910558817225764864,Mexico City,Mexico City
ID_910559290561359872,Mexico,Mexico
ID_910560031744999424,Mexico,Mexico
ID_910560477733724160,Mexico City,Mexico City
ID_910560551784165376,Mexico Puebla,Mexico Puebla
ID_910562108907155456,Puerto Rico,Puerto Rico
ID_910564868901658624,Mexico,Mexico
ID_910567505512431616,Mexico City,Mexico City
ID_910567740817129472,Mexico,Mexico
ID_910570579715149824,Mexico City,Mexico City
ID_910571033580785664,Mexico,Mexico
ID_910571779361472512,Mexico NC,Mexico
ID_910572599238782976,Mexico City,Mexico City
ID_910572946137247744,Mexico,Mexico
ID_910575552091885568,Mexico NE VA mexico,Mexico
ID_910576028304715776,PR,PR
ID_910576832981950464,Puerto Rico,Puerto Rico
ID_910577892962324480,CDMX Mexicos,CDMX Mexicos
ID_910579377859026944,Mexico City,Mexico Mexico City
ID_910580252300029952,CA Houston Mexico U.S,Houston Mexico
ID_910580496630996992,Puerto Rico SC,Puerto Rico
ID_910580874776842240,Mexico,Mexico
ID_910581559215960064,Mexico,Mexico
ID_910582182040682496,Mexico,Mexico
ID_910585374388445184,Mexico,Mexico
ID_910585646942642176,Mexico,Mexico
ID_910610378391928832,Mexico,Mexico
ID_910611634120482816,Mexico,Mexico
ID_910614660629487616,Mexico City,Mexico Mexico City
ID_910615609800577024,Puerto Rico,Puerto Rico
ID_910615962939932672,Mexico,Mexico
ID_910618672175157248,Mexico,Mexico
ID_910618681796829184,Mexico City,Mexico City
ID_910619338855432192,Mexico,Mexico
ID_910622111298863104,Mexico City,Mexico City
ID_910622360541134848,Mexico San Francisco,Mexico San Francisco South Bay Latino
ID_910622361975582720,Mexico San Francisco,Mexico San Francisco
ID_910623766224310272,Mexicos,Mexico Mexicos
ID_910624637033357312,Mexico México NE,Mexico
ID_910624918550835200,Mexicos,Mexicos
ID_910626767106428928,Caribbean islands,St. Croix
ID_910626827940409344,Mexico,Mexico
ID_910632954203738112,Mexico,Mexico
ID_910633234261696512,Mexico City,Mexico City
ID_910636552950132736,Mexico City,Mexico City
ID_910638457768124416,CDMX Mexicos,Mexicos
ID_910639318460280832,Mexico,Mexico
ID_910641165564706816,Mexico City,Mexico Mexico City
ID_910643324175790080,Mexico City,Mexico City
ID_910643615914790912,Mexico City,power Mexico Citys
ID_910644412429955072,Mexico City,Mexico City
ID_910644973862653952,Mexico,Mexico
ID_910646772812333056,CDMX Mexico City,Mexico City
ID_910646785814691840,Puerto Rico,Puerto Rico
ID_910649843093086208,Mexico,Mexico
ID_910657952176005120,Mexico México,Mexico
ID_910658234649681920,Mexico,Mexico
ID_910671328818102272,Mexico,Mexico
ID_910676529511792640,Mexico,Kuwait Mexico
ID_910677524346159104,Mexico,Mexico
ID_910677987598647296,Puerto Rico,Puerto Rico
ID_910680403014385664,Mexico,Mexico
ID_910680782947090432,Puerto Rico,Puerto Rico
ID_910680789699854336,Mexico,Mexico
ID_910681236477067264,Mexico City,Mexico City
ID_910681795225575424,Mexico,Mexico
ID_910687250467262464,Mexico,Mexico
ID_910687750537355264,Caribbean islands Puerto Rico,Puerto Rico
ID_910688283100831744,mexico,mexico
ID_910689418134073344,PR Puerto Rico,Puerto Rico
ID_910689690453340160,Mexico,Mexico
ID_910690177110220800,Puerto Rico,Puerto Rico
ID_910691787307499520,Mexico,Mexico
ID_910691947890614272,Mexico,Mexico
ID_910693586085318656,Unknown,St. Croix St. John St. Thomas
ID_910694043708993536,Mexico,Mexico
ID_910698815304413184,Mexico City,Mexico City
ID_910699219693985792,mexico,mexico
ID_910701306465148928,Mexico,Mexico
ID_910704638067867648,Mexico City,Mexico City
ID_910704653003714560,Mexico NE,Mexico Raboso
ID_910705418350891008,Mexico City,Mexico Citys
ID_910706558090252288,Mexico,Mexico
ID_910707718746513408,Mexico City,Mexico City
ID_910708636309213184,Mexico,CostaRica Mexico
ID_910708769247686656,Unknown,MX
ID_910708972851683328,Mexicos,Mexicos
ID_910709851503898624,Mexico,Mexico
ID_910711736222830592,Japan Mexico,Japan Mexico
